genre,avg_imdb_score
"Comedy, Animation, Family, Fantasy",5.8
"Horror, Thriller, Scifi, Drama, Fantasy",5.8
"Scifi, Thriller, Action, Documentation",5.8
"Horror, Thriller, Documentation",5.8
"Horror, Thriller, Action, Crime, Fantasy, European",5.8
"Drama, Thriller, Scifi, Action",5.8
"Action, Thriller, Fantasy, Horror, Scifi",5.8
"Scifi, Action, Horror, Thriller",5.8
"Comedy, Romance, Animation, Family, Fantasy",5.8
"Scifi, Animation, Action, Fantasy, Horror",5.8
"Action, Scifi, Horror, Animation",5.8
"Scifi, Romance",5.8
"Music, Romance, Comedy",5.8
"Scifi, Action, Fantasy, Animation, Comedy, Drama, Family",5.8
"Drama, Family, Sport",5.7749999999999995
"Thriller, Drama, Action",5.7666666666666666
"Crime, Action, Drama",5.7666666666666666
"Reality, Romance",5.7555555555555546
"Comedy, Thriller",5.75
"Thriller, Drama",5.7333333333333325
"Action, Thriller",5.72
"Comedy, Scifi, Animation, Family, History",5.7
"Action, Fantasy, Animation",5.7
"Comedy, Crime, Drama, Family, Animation, Action",5.7
"Drama, Horror, Crime",5.7
"Comedy, Horror, Music",5.7
"Thriller, European",5.7
"Romance, Comedy, Drama, Fantasy",5.7
"Crime, Comedy, Western",5.7
"Comedy, Romance, Family, Fantasy",5.7
"Fantasy, Horror, Family",5.7
"Crime, Drama, Action, Comedy",5.7
"Horror, Music, Thriller, Crime, Drama",5.7
"War, History, Drama, Romance, Action",5.7
"Comedy, Crime, Family, Animation",5.7
"Animation, Action, Fantasy, Family",5.7
"Thriller, Action, Drama, Crime, European",5.7
"Horror, Action",5.7
"Drama, Thriller, Western, Action, Crime",5.7
"Thriller, Horror, Comedy",5.7
"Horror, Thriller, Crime, Scifi, Action",5.7
"Thriller, Action, Crime, Drama, Romance, Sport",5.7
"Scifi, Crime, Drama, Fantasy, Horror, Thriller",5.7
"Comedy, Drama, Family, Fantasy, Romance, Animation, European",5.7
Horror,5.6857142857142859
Romance,5.6818181818181817
"Thriller, Drama, Romance",5.675
"Crime, Drama, Comedy",5.675
"Drama, Family, Comedy",5.675
"Thriller, Horror, Drama",5.67
"Action, Comedy",5.666666666666667
"Thriller, Comedy, Drama, Romance",5.666666666666667
"Music, Comedy",5.6666666666666661
"Thriller, Comedy",5.65
"Thriller, Crime, Action",5.6400000000000006
"Action, Scifi, Family, Western, Animation",5.6
"Fantasy, Action, Comedy, Scifi, Animation",5.6
"Fantasy, Thriller, Action, Crime, Drama",5.6
"Drama, Thriller, Action",5.6
"Family, Fantasy, Animation, Comedy, European",5.6
"Action, Family, Comedy",5.6
"Thriller, Crime, Drama, Action, European",5.6
"Drama, European, Romance",5.6
"Comedy, Action, Crime, Drama, Fantasy, Horror, Thriller",5.6
"War, Action, Drama, Scifi, Thriller",5.6
"Drama, Thriller, Fantasy, Action",5.6
"Crime, Thriller, Drama, Action, European",5.6
"Thriller, Crime, War, Action, Drama, European",5.6
"Romance, Drama, History, Action",5.6
"Fantasy, Family, Drama, Comedy, Thriller, Music, Animation",5.6
"Drama, Documentation, Fantasy, Romance, Scifi, Family, Animation",5.6
"Comedy, Family, Romance",5.6
"Comedy, Romance, Documentation",5.6
"Drama, Fantasy, Scifi",5.6
"Thriller, Action, Comedy, Crime",5.6
"Thriller, Horror, Documentation, War, European",5.6
"Thriller, Horror, Fantasy",5.6
"Action, Animation, Comedy, Fantasy, History, Scifi, War",5.6
"Scifi, Action, Animation, Fantasy",5.6
"Action, Scifi, Family, Comedy, Drama",5.6
"Scifi, Action, Comedy, Drama, Fantasy",5.6
"Comedy, Horror, Scifi",5.6
"Crime, Drama, Thriller, Action",5.6
"Thriller, Drama, Horror",5.5909090909090908
"Drama, Thriller, Horror",5.56
"Fantasy, Comedy, Family",5.5500000000000007
"Crime, Action, Comedy, Drama",5.55
"Drama, Sport, Thriller",5.55
"Scifi, Fantasy, Animation, Comedy, Family",5.5
"Family, Animation, Comedy, Fantasy, European",5.5
"Drama, Family, Action, Thriller",5.5
"Drama, Family, Comedy, Music",5.5
"Comedy, Family, Romance, Animation, Drama, European",5.5
"Fantasy, Comedy, Animation",5.5
"Action, Comedy, Crime",5.5
"Drama, European, Comedy, War",5.5
"Fantasy, Comedy, Drama",5.5
"Thriller, Drama, Horror, Fantasy, Action, Crime, European",5.5
"Comedy, Thriller, Drama",5.5
"Comedy, Family, Fantasy",5.5
"Drama, Thriller, Romance",5.5
"Drama, Thriller, Fantasy",5.5
"Thriller, Crime, Horror",5.5
"Crime, Comedy, Action",5.5
"Horror, Comedy, Drama, Thriller",5.5
"Drama, Family, Documentation, Sport",5.5
"Action, Animation, Comedy, Family, Scifi, Fantasy",5.5
"Animation, Action, Fantasy, Thriller",5.5
"Thriller, Horror, Scifi, Drama, Action",5.5
"Western, Thriller, Horror",5.5
"Drama, Comedy, Music, Thriller, Crime",5.5
"Horror, Thriller, Fantasy, War",5.5
"Comedy, Music, War",5.5
"Comedy, Thriller, Action, Crime",5.5
"Drama, Crime, History",5.5
"Crime, Thriller, Action, Drama",5.5
"Thriller, Action, Crime, Drama, Romance",5.5
"Fantasy, Horror, Thriller, Family, Drama, Scifi",5.5
"Comedy, Family, Fantasy, Horror, Animation",5.5
"Animation, Action, Fantasy, Scifi",5.5
"Comedy, Family",5.4928571428571438
"Thriller, Crime, Drama, Romance",5.475
"Drama, Horror, Thriller",5.4666666666666668
"Comedy, Drama, Thriller",5.4666666666666668
"Drama, Action, History",5.45
"Drama, Music, Romance, European",5.4499999999999993
Thriller,5.416
"Fantasy, Family",5.4
"Comedy, Scifi, Action, European",5.4
"Thriller, Fantasy, Scifi, Action, Drama",5.4
"Documentation, Music, Reality",5.4
"Comedy, Family, Action",5.4
"Fantasy, Horror, Animation, Comedy, Family, European",5.4
"Drama, Music, Comedy, European",5.4
"Comedy, Family, Action, Drama",5.4
"Thriller, Fantasy, Drama, Family, Horror, European",5.4
"Comedy, Action, Crime",5.4
"Comedy, Romance, Fantasy, Action",5.4
"Romance, Action, Crime, Drama, Thriller",5.4
"Romance, Action, Drama, History, War",5.4
"Romance, Family, Comedy, Drama",5.4
"Action, Drama, Family, Fantasy, Thriller",5.4
"Thriller, Drama, Romance, Family",5.4
"Comedy, Family, Romance, Drama, Fantasy",5.4
"Romance, Family, Comedy",5.4
"Fantasy, Thriller, Horror, Drama, Romance",5.4
"Fantasy, Horror, Thriller, Action, Comedy, Drama",5.4
"Action, Comedy, Family, Fantasy, European",5.4
"Romance, Drama, Thriller",5.4
"Fantasy, Thriller, Drama, Horror",5.4
"Scifi, Thriller, Action, Fantasy",5.4
"Drama, Thriller, European, Romance",5.4
"Reality, Sport",5.4
"Animation, Family, Fantasy, Scifi, Action, European",5.4
"Comedy, Action, Family",5.4
"Comedy, Fantasy, Animation",5.4
"Scifi, Action, Drama, Fantasy, Thriller, Music",5.4
"War, Drama, Thriller",5.4
"Action, Horror, Thriller",5.4
"Documentation, Scifi, Thriller, Horror, Music",5.4
"Horror, Thriller, Drama",5.3999999999999995
"Thriller, Horror",5.3333333333333339
"Horror, Thriller",5.312
"Comedy, Horror, Thriller",5.3
"Romance, Comedy, Crime",5.3
"Romance, Family",5.3
"Romance, Horror",5.3
"Comedy, Sport, European",5.3
"Fantasy, Thriller, Scifi, European",5.3
"Thriller, Horror, Drama, Comedy, Crime",5.3
"Western, Drama, Thriller, Action",5.3
"Horror, Scifi, Thriller",5.3
"Thriller, Crime, Comedy",5.3
"Comedy, Thriller, Drama, Scifi",5.3
"Romance, Comedy, Scifi",5.3
"Crime, Drama, Horror, Thriller, Action, European",5.3
"Horror, Thriller, Fantasy, Drama",5.3
"Comedy, Action, Drama, Fantasy",5.3
"Horror, Thriller, Fantasy, Drama, Scifi, Comedy, European",5.3
"Scifi, Family, Thriller, Action, Drama",5.3
"Scifi, Thriller, Horror, Action",5.3
"Scifi, Action, Fantasy, Animation",5.3
"Reality, Horror",5.3
"Comedy, Action, Animation, Fantasy, Thriller",5.3
"Reality, Comedy",5.2857142857142856
"Thriller, Action, Crime",5.2846153846153854
"Comedy, Family, Music, Animation",5.2666666666666666
"Comedy, Action, Romance",5.25
"Thriller, Horror, Drama, Fantasy",5.25
"Comedy, Fantasy, Animation, Family",5.2
"Horror, Drama",5.2
"Action, Scifi, Thriller",5.2
"Fantasy, Animation, Family",5.2
"Scifi, Family",5.2
"Drama, Action, Crime, Scifi, Thriller",5.2
"Comedy, Romance, Sport",5.2
"Action, Drama, Comedy, Crime",5.2
"Action, Fantasy, Thriller, Drama, Scifi",5.2
"Drama, Romance, Sport, Comedy",5.2
"Comedy, Drama, Scifi, Romance, Thriller, Fantasy, European",5.2
"Animation, Action, Comedy, Drama, Family",5.2
"Fantasy, Scifi, Family, Comedy",5.2
"Comedy, Scifi, Action",5.2
"Comedy, Drama, Sport",5.2
"Fantasy, Horror, Scifi, Thriller, Action, Drama",5.2
"Thriller, Horror, Fantasy, Comedy",5.2
"Thriller, Scifi, Action",5.2
"Fantasy, Scifi, Action",5.2
"Horror, Thriller, Music, Comedy",5.2
"Drama, Action, Horror, Romance, Scifi",5.2
"Fantasy, Horror, Scifi, Thriller, Crime",5.2
"Comedy, Horror, Reality, Scifi",5.2
"Scifi, Animation, Action, Drama, Family, Fantasy, Comedy",5.2
"Action, Romance, Thriller, Scifi, Family, Comedy, Drama, Animation",5.2
"Horror, Drama, Thriller",5.1999999999999993
"Comedy, Romance, European",5.1999999999999993
"Scifi, Thriller, Drama, Horror",5.1999999999999993
"Thriller, Action, Crime, Sport",5.1
"Scifi, Thriller, Family, Fantasy, Action, European",5.1
"Horror, Thriller, Animation, Drama, Fantasy, European",5.1
"Romance, Sport, Comedy",5.1
"Comedy, Crime, Romance, Thriller, Action",5.1
"Animation, Romance, Comedy, Family",5.1
"Horror, Thriller, Scifi, Action, Fantasy",5.1
"Horror, Thriller, Scifi, Action, European",5.1
"Horror, Fantasy, Scifi, Action, Thriller",5.1
"Comedy, Drama, Family, Scifi, Animation, Action",5.1
"Scifi, Animation, Action, Comedy, Family, Fantasy",5.1
"Action, Scifi",5.05
"Action, Comedy, European",5.05
"Music, Family",5.0
"Action, Comedy, Family",5.0
"Thriller, Fantasy",5.0
"Thriller, Drama, Romance, Sport, European",5.0
"Thriller, Action, Drama, Scifi",5.0
"Romance, Drama, History",5.0
"Romance, Action, Comedy",5.0
"Family, Comedy",5.0
"Family, Music, Comedy",5.0
"Animation, Action, Scifi, Horror",5.0
"Comedy, Family, Sport",5.0
"Documentation, Family, Drama",5.0
"Scifi, Comedy, Drama, Family, Fantasy",5.0
"Action, Fantasy, Scifi, Animation, Comedy, Family",5.0
Action,4.9615384615384617
"Drama, Romance, Fantasy",4.9
"Comedy, Drama, Romance, Family",4.9
"Thriller, Drama, Fantasy, Horror, Romance, European",4.9
"Comedy, Scifi, Documentation, Animation, Family",4.9
"Fantasy, Comedy, Family, Scifi, Animation",4.9
"Thriller, Comedy, Romance",4.9
"Reality, Family",4.9
"Comedy, Crime, Drama",4.8500000000000005
"Music, Animation, Family",4.8000000000000007
"Animation, Fantasy, Family",4.8
"Drama, Music, Romance, Comedy",4.8
"Comedy, Action, Family, Fantasy, Sport",4.8
"Drama, Romance, Documentation",4.8
"Drama, Music, Family",4.8
"Comedy, Drama, Family, Action",4.8
"Comedy, Crime, Family, Romance",4.8
"Crime, Thriller, Drama, Romance",4.8
"Western, Action, Comedy",4.8
"Thriller, Scifi, Drama, Fantasy, Horror",4.8
"Thriller, Fantasy, Scifi, Drama, Romance",4.8
"Action, Scifi, Animation, Comedy, Drama, Family",4.8
"Action, Animation, Comedy, Drama, Family, Fantasy, Scifi",4.8
"Horror, Fantasy, Drama, European",4.7
"Romance, Drama, Music, Comedy",4.7
"Thriller, Scifi, Horror",4.7
"Thriller, History, Drama",4.7
"Family, Drama, Sport",4.7
"Fantasy, Scifi, Action, Comedy, Family",4.7
"Fantasy, Comedy, Family, Action, Drama",4.7
"Scifi, Romance, Drama",4.7
"Scifi, Action, Comedy, Thriller",4.7
"War, Scifi, Drama",4.7
"Thriller, Scifi, Drama",4.65
"Comedy, Horror",4.6111111111111116
"Horror, Thriller, Drama, Crime",4.6
"Action, Drama, Thriller, Crime, European",4.6
"Comedy, Horror, Family",4.6
"Romance, Action, Comedy, Fantasy",4.6
"Drama, Romance, Action, Comedy",4.6
"Crime, Drama, Romance, Action",4.6
"Horror, Comedy, European",4.6
"Comedy, Horror, Fantasy",4.6
"Fantasy, Romance",4.6
"Documentation, Horror, Reality",4.6
"Drama, Scifi, Reality",4.6
"Thriller, Action, Scifi",4.55
"Comedy, Family, European",4.5
"Fantasy, Horror, Thriller, Action, Crime, Drama",4.5
"Action, Thriller, Drama",4.5
"Romance, Music, Family",4.5
"Documentation, Horror, European",4.5
"Action, Comedy, Family, Sport",4.5
"Drama, Family, Romance, Sport, Action",4.5
"Fantasy, Action, Crime, Drama",4.5
"Reality, Romance, Documentation, Comedy",4.5
"Action, Comedy, Family, Scifi, Animation",4.5
"Romance, Drama, Sport",4.45
"Drama, Scifi, Thriller",4.4
"Drama, Fantasy, Scifi, Action",4.4
"Action, Crime, Comedy",4.4
"Crime, Drama, Romance, Thriller, Comedy",4.4
"Action, Drama, Family, Romance",4.4
"Romance, Drama, Scifi",4.4
"Scifi, Comedy, Fantasy, Action",4.4
"Horror, Thriller, Scifi",4.3
"Romance, Drama, Music",4.3
"Romance, Fantasy, Horror",4.3
"Scifi, War, Action",4.3
"Horror, Thriller, Drama, Romance",4.3
"Romance, Drama, Comedy, Sport",4.3
"Thriller, Fantasy, Horror, Drama",4.3
"Thriller, European, Crime, Romance",4.3
"Drama, Comedy, History, Scifi",4.3
"Animation, Action",4.2
"Romance, Sport, Comedy, Drama",4.2
"Action, Animation, Comedy",4.1
"Fantasy, Drama, Family, Music, Romance, Scifi",4.1
"Thriller, Action, Horror",4.0
"Drama, Action, Comedy, Fantasy, Romance",4.0
"Fantasy, Drama, Family, Comedy, European",4.0
"Western, Drama, Action, European",4.0
"Documentation, Comedy, Romance",3.9
"Western, Fantasy, Music",3.9
"Comedy, Horror, European",3.9
"Family, Fantasy, Comedy",3.9
"Horror, Thriller, Comedy",3.9
"Comedy, Crime, Family",3.9
"Scifi, Fantasy, Action, Family",3.9
"Drama, Sport, Action, Crime",3.9
"War, Fantasy, Romance, Action",3.9
"Horror, Fantasy",3.8
"Action, Scifi, Comedy, Drama",3.8
"Thriller, Horror, Action",3.75
"Crime, Thriller, Action, Drama, Scifi",3.7
"Scifi, Horror, Thriller, Action",3.7
"Fantasy, Comedy",3.6
"Thriller, Action, Scifi, European",3.6
"Scifi, Action",3.6
"Fantasy, Scifi, Action, Horror, Western, Family",3.4
"Horror, Drama, Scifi, Thriller, Action, European",3.4
"Action, War",3.4
"Family, Music, Animation, Comedy",3.4
"Fantasy, Action, Scifi, Thriller, Comedy",2.9
"Horror, Thriller, Fantasy",2.8
"Comedy, Scifi",2.7
"Drama, Reality, Family, Comedy, Documentation, Music, European",2.3
"Drama, Comedy, Romance, Action, Crime",2.1
"Drama, Thriller, Action, Crime, Sport",2.1
"Comedy, Family, Drama, Sport",1.8
"Drama, Comedy, Action",1.7
"Animation, Comedy, Fantasy, Drama, Music, Family",1.7
